Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Casiguran,Sorsogon,FEMALE,"10,911.0","11,573",662.0,6.07
Castilla,Sorsogon,FEMALE,"18,115.0","19,343","1,228.0",6.78
Castillejos,Zambales,FEMALE,"16,837.0","19,051","2,214.0",13.15
Cataingan,Masbate,FEMALE,"15,833.0","16,284",451.0,2.85
Catanauan,Quezon,FEMALE,"20,419.0","22,116","1,697.0",8.31
Catarman,Camiguin,FEMALE,"6,538.0","6,277",-261.0,-3.99
Catarman,Northern Samar,FEMALE,"28,719.0","30,478","1,759.0",6.12
Catbalogan City,Samar (Western Samar),FEMALE,"33,126.0","37,548","4,422.0",13.35
Cateel,Davao Oriental,FEMALE,"13,408.0","13,858",450.0,3.36
Catigbian,Bohol,FEMALE,"7,975.0","8,261",286.0,3.59
Catmon,Cebu,FEMALE,"9,891.0","10,763",872.0,8.82
Catubig,Northern Samar,FEMALE,"12,215.0","11,700",-515.0,-4.22
Cauayan,Negros Occidental,FEMALE,"28,160.0","29,553","1,393.0",4.95
Cauayan City,Isabela,FEMALE,"43,006.0","45,566","2,560.0",5.95
Cavinti,Laguna,FEMALE,"9,015.0","9,765",750.0,8.32
Cavite City,Cavite,FEMALE,"37,001.0","37,181",180.0,0.49
Cawayan,Masbate,FEMALE,"21,555.0","22,453",898.0,4.17
Cebu City,Cebu,FEMALE,"376,960.0","387,029","10,069.0",2.67
Cervantes,Ilocos Sur,FEMALE,"5,289.0","5,640",351.0,6.64
City Of Antipolo,Rizal,FEMALE,"258,881.0","254,667","-4,214.0",-1.63
City Of Binan,Laguna,FEMALE,"102,248.0","117,390","15,142.0",14.81
City Of Calapan,Oriental Mindoro,FEMALE,"43,957.0","52,402","8,445.0",19.21
City Of Kidapawan,Cotabato (North Cotabato),FEMALE,"43,226.0","46,018","2,792.0",6.46
City Of Las Pinas,Ncr,FEMALE,"183,441.0","163,314","-20,127.0",-10.97
City Of Ligao,Albay,FEMALE,"34,126.0","36,864","2,738.0",8.02
City Of Makati,Ncr,FEMALE,"256,105.0","256,215",110.0,0.04
City Of Malaybalay,Bukidnon,FEMALE,"51,459.0","56,238","4,779.0",9.29
City Of Mandaluyong,Ncr,FEMALE,"123,278.0","125,260","1,982.0",1.61
City Of Manila,Ncr,FEMALE,"564,530.0","602,025","37,495.0",6.64
City Of Marikina,Ncr,FEMALE,"137,494.0","144,402","6,908.0",5.02
City Of Muntinlupa,Ncr,FEMALE,"184,558.0","169,303","-15,255.0",-8.27
City Of Paranaque,Ncr,FEMALE,"179,704.0","188,875","9,171.0",5.1
City Of Pasig,Ncr,FEMALE,"242,857.0","252,438","9,581.0",3.95
City Of Passi,Iloilo,FEMALE,"26,834.0","28,002","1,168.0",4.35
City Of San Fernando,La Union,FEMALE,"37,480.0","39,213","1,733.0",4.62
City Of Santiago,Isabela,FEMALE,"53,192.0","56,739","3,547.0",6.67
City Of Tagum,Davao (Davao Del Norte),FEMALE,"79,708.0","88,210","8,502.0",10.67
City Of Tarlac,Tarlac,FEMALE,"106,293.0","110,628","4,335.0",4.08
City Of Valenzuela,Ncr,FEMALE,"204,091.0","238,069","33,978.0",16.65
Clarin,Bohol,FEMALE,"7,749.0","8,245",496.0,6.4
Clarin,Misamis Occidental,FEMALE,"13,301.0","12,954",-347.0,-2.61
Claver,Surigao Del Norte,FEMALE,"12,949.0","13,732",783.0,6.05
Claveria,Cagayan,FEMALE,"10,425.0","10,720",295.0,2.83
Claveria,Masbate,FEMALE,"12,318.0","12,437",119.0,0.97
Claveria,Misamis Oriental,FEMALE,"16,764.0","18,006","1,242.0",7.41
Columbio,Sultan Kudarat,FEMALE,"8,714.0","9,364",650.0,7.46
Compostela,Cebu,FEMALE,"16,859.0","18,528","1,669.0",9.9
Compostela,Davao De Oro (Compostela Valley),FEMALE,"26,690.0","29,950","3,260.0",12.21
Concepcion,Iloilo,FEMALE,"13,315.0","14,052",737.0,5.54
Concepcion,Misamis Occidental,FEMALE,"1,861.0","1,854",-7.0,-0.38
Concepcion,Romblon,FEMALE,"1,682.0","1,670",-12.0,-0.71
Concepcion,Tarlac,FEMALE,"48,807.0","53,250","4,443.0",9.1
Conner,Apayao,FEMALE,"7,476.0","8,150",674.0,9.02
Consolacion,Cebu,FEMALE,"43,970.0","48,564","4,594.0",10.45
Corcuera,Romblon,FEMALE,"3,328.0","3,278",-50.0,-1.5
Cordoba,Cebu,FEMALE,"20,189.0","23,477","3,288.0",16.29
Cordon,Isabela,FEMALE,"14,126.0","14,632",506.0,3.58
Corella,Bohol,FEMALE,"2,923.0","3,069",146.0,4.99
Coron,Palawan,FEMALE,"16,107.0","19,494","3,387.0",21.03
Cortes,Bohol,FEMALE,"5,933.0","6,026",93.0,1.57
Cortes,Surigao Del Sur,FEMALE,"6,304.0","6,503",199.0,3.16
Cotabato City,Maguindanao,FEMALE,"59,421.0","63,056","3,635.0",6.12
Cuartero,Capiz,FEMALE,"9,609.0","9,574",-35.0,-0.36
Cuenca,Batangas,FEMALE,"12,213.0","13,092",879.0,7.2
Culaba,Biliran,FEMALE,"5,131.0","5,194",63.0,1.23
Culasi,Antique,FEMALE,"13,872.0","14,323",451.0,3.25
Culion,Palawan,FEMALE,"6,167.0","6,683",516.0,8.37
Currimao,Ilocos Norte,FEMALE,"4,527.0","5,018",491.0,10.85
Cuyapo,Nueva Ecija,FEMALE,"21,311.0","22,216",905.0,4.25
Cuyo,Palawan,FEMALE,"7,246.0","7,600",354.0,4.89
Daanbantayan,Cebu,FEMALE,"28,142.0","29,585","1,443.0",5.13
Daet,Camarines Norte,FEMALE,"30,460.0","33,262","2,802.0",9.2
Dagami,Leyte,FEMALE,"12,210.0","12,557",347.0,2.84
Dagohoy,Bohol,FEMALE,"6,449.0","6,730",281.0,4.36
Daguioman,Abra,FEMALE,630.0,653,23.0,3.65
Dagupan City,Pangasinan,FEMALE,"61,296.0","70,012","8,716.0",14.22
Dalaguete,Cebu,FEMALE,"20,208.0","22,509","2,301.0",11.39
Damulog,Bukidnon,FEMALE,"8,492.0","9,397",905.0,10.66
Danao,Bohol,FEMALE,"6,705.0","6,894",189.0,2.82
Danao City,Cebu,FEMALE,"48,201.0","49,843","1,642.0",3.41
Dangcagan,Bukidnon,FEMALE,"8,260.0","8,639",379.0,4.59
Danglas,Abra,FEMALE,"1,634.0","1,732",98.0,6.0
Dao,Capiz,FEMALE,"11,121.0","11,439",318.0,2.86
Dapa,Surigao Del Norte,FEMALE,"10,093.0","11,193","1,100.0",10.9
Dapitan City,Zamboanga Del Norte,FEMALE,"28,918.0","33,575","4,657.0",16.1
Daraga (Locsin),Albay,FEMALE,"39,799.0","43,445","3,646.0",9.16
Daram,Samar (Western Samar),FEMALE,"14,191.0","14,073",-118.0,-0.83
Dasmarinas City,Cavite,FEMALE,"213,284.0","218,774","5,490.0",2.57
Dasol,Pangasinan,FEMALE,"11,276.0","11,395",119.0,1.06
Datu Abdullah Sangki,Maguindanao,FEMALE,"8,013.0","11,235","3,222.0",40.21
Datu Anggal Midtimbang,Maguindanao,FEMALE,"4,788.0","8,231","3,443.0",71.91
Datu Blah T. Sinsuat,Maguindanao,FEMALE,"4,479.0","5,662","1,183.0",26.41
Datu Hoffer Ampatuan,Maguindanao,FEMALE,"3,632.0","6,031","2,399.0",66.05
Datu Odin Sinsuat (Dinaig),Maguindanao,FEMALE,"33,987.0","39,714","5,727.0",16.85
Datu Paglas,Maguindanao,FEMALE,"9,513.0","11,603","2,090.0",21.97
Datu Piang,Maguindanao,FEMALE,"7,061.0","9,364","2,303.0",32.62
Datu Salibo,Maguindanao,FEMALE,"4,277.0","7,279","3,002.0",70.19
Datu Saudi Ampatuan,Maguindanao,FEMALE,"8,216.0","10,336","2,120.0",25.8
Datu Unsay,Maguindanao,FEMALE,"2,812.0","3,904","1,092.0",38.83
Dauin,Negros Oriental,FEMALE,"10,171.0","10,755",584.0,5.74
Dauis,Bohol,FEMALE,"15,179.0","16,318","1,139.0",7.5
Davao City,Davao Del Sur,FEMALE,"521,722.0","522,949","1,227.0",0.24
Del Carmen,Surigao Del Norte,FEMALE,"6,045.0","6,042",-3.0,-0.05
Del Gallego,Camarines Sur,FEMALE,"8,342.0","9,244",902.0,10.81
Delfin Albano (Magsaysay),Isabela,FEMALE,"9,263.0","9,176",-87.0,-0.94
Diadi,Nueva Vizcaya,FEMALE,"5,425.0","5,514",89.0,1.64
Diffun,Quirino,FEMALE,"15,101.0","15,112",11.0,0.07
Digos City,Davao Del Sur,FEMALE,"55,794.0","61,356","5,562.0",9.97
Dilasag,Aurora,FEMALE,"5,135.0","5,498",363.0,7.07
Dimasalang,Masbate,FEMALE,"8,721.0","8,907",186.0,2.13
Dimataling,Zamboanga Del Sur,FEMALE,"10,336.0","11,288",952.0,9.21
Dimiao,Bohol,FEMALE,"5,537.0","5,554",17.0,0.31
Dinagat,Dinagat Islands,FEMALE,"3,954.0","4,123",169.0,4.27
Dinalungan,Aurora,FEMALE,"4,470.0","4,452",-18.0,-0.4
Dinalupihan,Bataan,FEMALE,"36,911.0","38,974","2,063.0",5.59
Dinapigue,Isabela,FEMALE,"2,087.0","2,055",-32.0,-1.53
Dinas,Zamboanga Del Sur,FEMALE,"10,757.0","12,130","1,373.0",12.76
Dingalan,Aurora,FEMALE,"8,663.0","9,445",782.0,9.03
Dingle,Iloilo,FEMALE,"14,042.0","14,308",266.0,1.89
Dingras,Ilocos Norte,FEMALE,"12,789.0","12,923",134.0,1.05
Dipaculao,Aurora,FEMALE,"10,068.0","10,397",329.0,3.27
Diplahan,Zamboanga Sibugay,FEMALE,"10,232.0","10,390",158.0,1.54
Dipolog City,Zamboanga Del Norte,FEMALE,"43,370.0","45,434","2,064.0",4.76
Ditsaan-Ramain,Lanao Del Sur,FEMALE,"9,554.0","10,564","1,010.0",10.57
Divilacan,Isabela,FEMALE,"1,742.0","1,792",50.0,2.87
Dolores,Abra,FEMALE,"4,180.0","4,318",138.0,3.3
Dolores,Eastern Samar,FEMALE,"14,044.0","14,677",633.0,4.51
Dolores,Quezon,FEMALE,"9,471.0","10,616","1,145.0",12.09
Don Carlos,Bukidnon,FEMALE,"21,525.0","22,537","1,012.0",4.7
Don Marcelino,Davao Occidental,FEMALE,"11,826.0","12,367",541.0,4.57
Don Victoriano Chiongbian  (Don Mariano Marcos),Misamis Occidental,FEMALE,"3,069.0","3,493",424.0,13.82
Dona Remedios Trinidad,Bulacan,FEMALE,"10,826.0","11,424",598.0,5.52
Donsol,Sorsogon,FEMALE,"14,235.0","15,701","1,466.0",10.3
Duenas,Iloilo,FEMALE,"10,876.0","11,181",305.0,2.8
Duero,Bohol,FEMALE,"6,844.0","7,041",197.0,2.88
Dulag,Leyte,FEMALE,"15,416.0","16,051",635.0,4.12
Dumaguete City,Negros Oriental,FEMALE,"47,213.0","48,580","1,367.0",2.9
Dumalag,Capiz,FEMALE,"11,014.0","10,563",-451.0,-4.09
Dumalinao,Zamboanga Del Sur,FEMALE,"10,320.0","10,552",232.0,2.25
Dumalneg,Ilocos Norte,FEMALE,980.0,"1,016",36.0,3.67
Dumangas,Iloilo,FEMALE,"24,070.0","25,019",949.0,3.94
Dumanjug,Cebu,FEMALE,"18,360.0","19,476","1,116.0",6.08
Dumaran,Palawan,FEMALE,"6,758.0","7,268",510.0,7.55
Dumarao,Capiz,FEMALE,"14,486.0","15,217",731.0,5.05
Dumingag,Zamboanga Del Sur,FEMALE,"13,667.0","14,895","1,228.0",8.99
Dupax Del Norte,Nueva Vizcaya,FEMALE,"8,276.0","9,349","1,073.0",12.97
Dupax Del Sur,Nueva Vizcaya,FEMALE,"6,208.0","6,680",472.0,7.6
Echague,Isabela,FEMALE,"27,066.0","28,659","1,593.0",5.89
El Nido (Bacuit),Palawan,FEMALE,"13,348.0","16,207","2,859.0",21.42
El Salvador City,Misamis Oriental,FEMALE,"19,847.0","22,076","2,229.0",11.23
Enrile,Cagayan,FEMALE,"11,070.0","11,615",545.0,4.92
Enrique B. Magalona (Saravia),Negros Occidental,FEMALE,"19,621.0","20,593",972.0,4.95
Enrique Villanueva,Siquijor,FEMALE,"2,679.0","2,689",10.0,0.37
Escalante City,Negros Occidental,FEMALE,"31,952.0","32,155",203.0,0.64
Esperanza,Agusan Del Sur,FEMALE,"15,034.0","15,760",726.0,4.83
Esperanza,Masbate,FEMALE,"6,204.0","6,370",166.0,2.68
Esperanza,Sultan Kudarat,FEMALE,"18,497.0","20,244","1,747.0",9.44
Estancia,Iloilo,FEMALE,"16,756.0","17,510",754.0,4.5
Famy,Laguna,FEMALE,"6,311.0","7,068",757.0,11.99
Ferrol,Romblon,FEMALE,"2,369.0","2,591",222.0,9.37
Flora,Apayao,FEMALE,"5,420.0","5,596",176.0,3.25
Floridablanca,Pampanga,FEMALE,"35,410.0","37,821","2,411.0",6.81
Gabaldon (Bitulok And Sabani),Nueva Ecija,FEMALE,"11,341.0","12,316",975.0,8.6
Gainza,Camarines Sur,FEMALE,"4,428.0","4,661",233.0,5.26
Galimuyod,Ilocos Sur,FEMALE,"3,618.0","3,608",-10.0,-0.28
Gamay,Northern Samar,FEMALE,"8,264.0","8,682",418.0,5.06
Gamu,Isabela,FEMALE,"9,763.0","9,889",126.0,1.29
Ganassi,Lanao Del Sur,FEMALE,"4,738.0","6,093","1,355.0",28.6
Gandara,Samar (Western Samar),FEMALE,"12,609.0","13,265",656.0,5.2
Gapan City,Nueva Ecija,FEMALE,"44,429.0","45,400",971.0,2.19
Garchitorena,Camarines Sur,FEMALE,"8,449.0","9,098",649.0,7.68
Garcia Hernandez,Bohol,FEMALE,"8,296.0","9,036",740.0,8.92
Gasan,Marinduque,FEMALE,"11,742.0","12,323",581.0,4.95
Gattaran,Cagayan,FEMALE,"17,061.0","17,267",206.0,1.21
Gen. Mariano Alvarez,Cavite,FEMALE,"49,188.0","49,598",410.0,0.83
Gen. S. K. Pendatun,Maguindanao,FEMALE,"7,187.0","10,336","3,149.0",43.82
General Emilio Aguinaldo,Cavite,FEMALE,"7,566.0","8,565",999.0,13.2
General Luna,Quezon,FEMALE,"8,138.0","8,924",786.0,9.66
General Luna,Surigao Del Norte,FEMALE,"7,174.0","8,881","1,707.0",23.79
General Macarthur,Eastern Samar,FEMALE,"4,732.0","4,834",102.0,2.16
General Mamerto Natividad,Nueva Ecija,FEMALE,"13,525.0","14,374",849.0,6.28
General Nakar,Quezon,FEMALE,"10,152.0","11,524","1,372.0",13.51
General Santos City  (Dadiangas),South Cotabato,FEMALE,"161,234.0","191,360","30,126.0",18.68
General Tinio  (Papaya),Nueva Ecija,FEMALE,"17,914.0","19,508","1,594.0",8.9
General Trias City,Cavite,FEMALE,"93,978.0","107,019","13,041.0",13.88
Gerona,Tarlac,FEMALE,"28,137.0","29,039",902.0,3.21
Gigaquit,Surigao Del Norte,FEMALE,"6,419.0","7,588","1,169.0",18.21
Gigmoto,Catanduanes,FEMALE,"3,698.0","3,714",16.0,0.43
Ginatilan,Cebu,FEMALE,"6,335.0","6,444",109.0,1.72
Gingoog City,Misamis Oriental,FEMALE,"42,496.0","45,443","2,947.0",6.93
Giporlos,Eastern Samar,FEMALE,"4,938.0","5,084",146.0,2.96
Gitagum,Misamis Oriental,FEMALE,"6,951.0","7,338",387.0,5.57
Glan,Sarangani,FEMALE,"33,101.0","37,463","4,362.0",13.18
Gloria,Oriental Mindoro,FEMALE,"15,718.0","16,883","1,165.0",7.41
Goa,Camarines Sur,FEMALE,"18,846.0","20,637","1,791.0",9.5
Godod,Zamboanga Del Norte,FEMALE,"5,491.0","5,628",137.0,2.49
Gonzaga,Cagayan,FEMALE,"12,694.0","13,299",605.0,4.77
Governor Generoso,Davao Oriental,FEMALE,"17,586.0","19,230","1,644.0",9.35
Gregorio Del Pilar (Concepcion),Ilocos Sur,FEMALE,"1,576.0","1,567",-9.0,-0.57
Guagua,Pampanga,FEMALE,"33,851.0","33,630",-221.0,-0.65
Gubat,Sorsogon,FEMALE,"19,638.0","20,840","1,202.0",6.12
Guiguinto,Bulacan,FEMALE,"35,642.0","39,205","3,563.0",10.0
Guihulngan City,Negros Oriental,FEMALE,"30,807.0","29,814",-993.0,-3.22
Guimba,Nueva Ecija,FEMALE,"36,447.0","38,735","2,288.0",6.28
Guimbal,Iloilo,FEMALE,"11,408.0","12,513","1,105.0",9.69
Guinayangan,Quezon,FEMALE,"13,510.0","14,159",649.0,4.8
Guindulman,Bohol,FEMALE,"11,531.0","12,118",587.0,5.09
Guindulungan,Maguindanao,FEMALE,"4,674.0","7,467","2,793.0",59.76
Guinobatan,Albay,FEMALE,"28,131.0","29,942","1,811.0",6.44
Guinsiliban,Camiguin,FEMALE,"2,838.0","2,688",-150.0,-5.29
Guipos,Zamboanga Del Sur,FEMALE,"7,009.0","7,825",816.0,11.64
Guiuan,Eastern Samar,FEMALE,"17,390.0","17,681",291.0,1.67
Gumaca,Quezon,FEMALE,"20,546.0","23,728","3,182.0",15.49
Gutalac,Zamboanga Del Norte,FEMALE,"11,319.0","12,030",711.0,6.28
Hadji Mohammad Ajul,Basilan,FEMALE,"5,529.0","6,045",516.0,9.33
Hadji Muhtamad,Basilan,FEMALE,"4,405.0","4,974",569.0,12.92
Hadji Panglima Tahil (Marunggas),Sulu,FEMALE,"2,053.0","2,686",633.0,30.83
Hagonoy,Bulacan,FEMALE,"40,528.0","42,965","2,437.0",6.01
Hagonoy,Davao Del Sur,FEMALE,"17,756.0","17,889",133.0,0.75
Hamtic,Antique,FEMALE,"14,930.0","15,766",836.0,5.6
Hermosa,Bataan,FEMALE,"24,216.0","25,918","1,702.0",7.03
Hernani,Eastern Samar,FEMALE,"3,118.0","3,347",229.0,7.34
Hilongos,Leyte,FEMALE,"20,822.0","21,529",707.0,3.4
Himamaylan City,Negros Occidental,FEMALE,"34,657.0","36,896","2,239.0",6.46
Hinabangan,Samar (Western Samar),FEMALE,"5,336.0","5,593",257.0,4.82
Hinatuan,Surigao Del Sur,FEMALE,"14,315.0","15,601","1,286.0",8.98
Hindang,Leyte,FEMALE,"7,369.0","7,498",129.0,1.75
Hingyon,Ifugao,FEMALE,"3,860.0","4,090",230.0,5.96
Hinigaran,Negros Occidental,FEMALE,"27,488.0","27,317",-171.0,-0.62
Hinoba-An (Asia),Negros Occidental,FEMALE,"16,769.0","18,451","1,682.0",10.03
Hinunangan,Southern Leyte,FEMALE,"10,564.0","10,692",128.0,1.21
Hinundayan,Southern Leyte,FEMALE,"4,788.0","4,822",34.0,0.71
Hungduan,Ifugao,FEMALE,"3,036.0","2,979",-57.0,-1.88
Iba,Zambales,FEMALE,"17,215.0","18,560","1,345.0",7.81
Ibaan,Batangas,FEMALE,"20,005.0","20,565",560.0,2.8
Ibajay,Aklan,FEMALE,"15,572.0","16,444",872.0,5.6
Igbaras,Iloilo,FEMALE,"10,228.0","10,249",21.0,0.21
Iguig,Cagayan,FEMALE,"8,768.0","9,233",465.0,5.3
Ilagan City,Isabela,FEMALE,"50,282.0","50,962",680.0,1.35
Iligan City,Lanao Del Norte,FEMALE,"96,896.0","97,837",941.0,0.97
Ilog,Negros Occidental,FEMALE,"18,003.0","17,598",-405.0,-2.25
Iloilo City,Iloilo,FEMALE,"156,780.0","173,876","17,096.0",10.9
Imelda,Zamboanga Sibugay,FEMALE,"7,881.0","7,984",103.0,1.31
Impasug-Ong,Bukidnon,FEMALE,"13,319.0","15,526","2,207.0",16.57
Imus City,Cavite,FEMALE,"119,571.0","123,562","3,991.0",3.34
Inabanga,Bohol,FEMALE,"15,248.0","16,097",849.0,5.57
Indanan,Sulu,FEMALE,"16,264.0","17,490","1,226.0",7.54
Indang,Cavite,FEMALE,"24,333.0","23,958",-375.0,-1.54
Infanta,Pangasinan,FEMALE,"8,529.0","8,673",144.0,1.69
Infanta,Quezon,FEMALE,"19,987.0","23,997","4,010.0",20.06
Initao,Misamis Oriental,FEMALE,"11,013.0","11,359",346.0,3.14
Inopacan,Leyte,FEMALE,"7,444.0","7,694",250.0,3.36
Ipil,Zamboanga Sibugay,FEMALE,"26,545.0","30,303","3,758.0",14.16
Iriga City,Camarines Sur,FEMALE,"33,945.0","37,718","3,773.0",11.12
Irosin,Sorsogon,FEMALE,"18,757.0","20,266","1,509.0",8.04
Isabel,Leyte,FEMALE,"17,128.0","17,173",45.0,0.26
Isabela,Negros Occidental,FEMALE,"19,785.0","20,395",610.0,3.08
Isabela City,Basilan,FEMALE,"36,482.0","42,313","5,831.0",15.98
Island Garden City Of Samal,Davao (Davao Del Norte),FEMALE,"35,164.0","41,378","6,214.0",17.67
Isulan,Sultan Kudarat,FEMALE,"28,467.0","29,457",990.0,3.48
Itbayat,Batanes,FEMALE,949.0,"1,038",89.0,9.38
Itogon,Benguet,FEMALE,"14,859.0","15,819",960.0,6.46
Ivana,Batanes,FEMALE,543.0,600,57.0,10.5
Ivisan,Capiz,FEMALE,"10,473.0","10,846",373.0,3.56
Jabonga,Agusan Del Norte,FEMALE,"8,313.0","8,269",-44.0,-0.53
Jaen,Nueva Ecija,FEMALE,"25,742.0","28,536","2,794.0",10.85
Jagna,Bohol,FEMALE,"11,553.0","12,329",776.0,6.72
Jala-Jala,Rizal,FEMALE,"10,822.0","11,188",366.0,3.38
Jamindan,Capiz,FEMALE,"12,569.0","12,960",391.0,3.11
Janiuay,Iloilo,FEMALE,"19,576.0","20,842","1,266.0",6.47
Jaro,Leyte,FEMALE,"13,282.0","14,832","1,550.0",11.67
Jasaan,Misamis Oriental,FEMALE,"18,719.0","19,864","1,145.0",6.12
Javier (Bugho),Leyte,FEMALE,"8,810.0","8,848",38.0,0.43
Jetafe,Bohol,FEMALE,"10,318.0","10,687",369.0,3.58
Jiabong,Samar (Western Samar),FEMALE,"6,832.0","7,566",734.0,10.74
Jimalalud,Negros Oriental,FEMALE,"9,925.0","10,620",695.0,7.0
Jimenez,Misamis Occidental,FEMALE,"10,197.0","11,266","1,069.0",10.48
Jipapad,Eastern Samar,FEMALE,"3,022.0","3,314",292.0,9.66
Jolo,Sulu,FEMALE,"26,648.0","28,267","1,619.0",6.08
Jomalig,Quezon,FEMALE,"2,307.0","2,551",244.0,10.58
Jones,Isabela,FEMALE,"15,049.0","14,865",-184.0,-1.22
Jordan,Guimaras,FEMALE,"12,712.0","13,273",561.0,4.41
Jose Abad Santos (Trinidad),Davao Occidental,FEMALE,"19,376.0","21,946","2,570.0",13.26
Jose Dalman (Ponot),Zamboanga Del Norte,FEMALE,"9,475.0","10,456",981.0,10.35
Jose Panganiban,Camarines Norte,FEMALE,"17,543.0","18,637","1,094.0",6.24
Josefina,Zamboanga Del Sur,FEMALE,"3,633.0","3,850",217.0,5.97
Jovellar,Albay,FEMALE,"6,029.0","6,040",11.0,0.18
Juban,Sorsogon,FEMALE,"10,999.0","11,754",755.0,6.86
Julita,Leyte,FEMALE,"5,592.0","5,629",37.0,0.66
Kabacan,Cotabato (North Cotabato),FEMALE,"23,802.0","24,528",726.0,3.05
Kabankalan City,Negros Occidental,FEMALE,"53,249.0","53,469",220.0,0.41
Kabasalan,Zamboanga Sibugay,FEMALE,"15,988.0","16,088",100.0,0.63
Kabayan,Benguet,FEMALE,"4,410.0","4,713",303.0,6.87
Kabugao,Apayao,FEMALE,"5,331.0","5,606",275.0,5.16
Kabuntalan (Tumbao),Maguindanao,FEMALE,"5,105.0","6,041",936.0,18.33
Kadingilan,Bukidnon,FEMALE,"12,567.0","12,136",-431.0,-3.43
Kalamansig,Sultan Kudarat,FEMALE,"11,685.0","14,420","2,735.0",23.41
Kalawit,Zamboanga Del Norte,FEMALE,"7,781.0","7,614",-167.0,-2.15
Kalayaan,Laguna,FEMALE,"8,055.0","8,623",568.0,7.05
Kalayaan,Palawan,FEMALE,103.0,130,27.0,26.21
Kalibo,Aklan,FEMALE,"26,547.0","28,142","1,595.0",6.01
Kalilangan,Bukidnon,FEMALE,"12,268.0","12,934",666.0,5.43
Kalingalan Caluang,Sulu,FEMALE,"7,822.0","8,654",832.0,10.64
Kananga,Leyte,FEMALE,"18,207.0","19,188",981.0,5.39
Kapai,Lanao Del Sur,FEMALE,"3,233.0","4,623","1,390.0",42.99
Kapalong,Davao (Davao Del Norte),FEMALE,"23,320.0","24,969","1,649.0",7.07
Kapangan,Benguet,FEMALE,"6,273.0","6,652",379.0,6.04
Kapatagan,Lanao Del Norte,FEMALE,"16,440.0","17,297",857.0,5.21
Kapatagan,Lanao Del Sur,FEMALE,"5,473.0","6,584","1,111.0",20.3
Kasibu,Nueva Vizcaya,FEMALE,"10,507.0","11,505",998.0,9.5
Katipunan,Zamboanga Del Norte,FEMALE,"13,879.0","15,133","1,254.0",9.04
Kauswagan,Lanao Del Norte,FEMALE,"7,877.0","8,007",130.0,1.65
Kawayan,Biliran,FEMALE,"7,701.0","7,547",-154.0,-2.0
Kawit,Cavite,FEMALE,"28,134.0","32,832","4,698.0",16.7
Kayapa,Nueva Vizcaya,FEMALE,"6,968.0","7,306",338.0,4.85
Kiamba,Sarangani,FEMALE,"19,478.0","19,571",93.0,0.48
Kiangan,Ifugao,FEMALE,"5,626.0","5,957",331.0,5.88
Kibawe,Bukidnon,FEMALE,"12,463.0","13,270",807.0,6.48
Kiblawan,Davao Del Sur,FEMALE,"13,639.0","13,911",272.0,1.99
Kibungan,Benguet,FEMALE,"4,493.0","4,627",134.0,2.98
Kinoguitan,Misamis Oriental,FEMALE,"5,446.0","5,676",230.0,4.22
Kitaotao,Bukidnon,FEMALE,"13,761.0","14,564",803.0,5.84
Kitcharao,Agusan Del Norte,FEMALE,"6,887.0","7,214",327.0,4.75
Kolambugan,Lanao Del Norte,FEMALE,"8,730.0","9,032",302.0,3.46
Koronadal City,South Cotabato,FEMALE,"55,961.0","62,762","6,801.0",12.15
Kumalarang,Zamboanga Del Sur,FEMALE,"9,044.0","9,453",409.0,4.52
La Carlota City,Negros Occidental,FEMALE,"23,162.0","23,017",-145.0,-0.63
La Castellana,Negros Occidental,FEMALE,"22,686.0","25,939","3,253.0",14.34
La Libertad,Negros Oriental,FEMALE,"12,952.0","13,129",177.0,1.37
La Libertad,Zamboanga Del Norte,FEMALE,"3,092.0","3,057",-35.0,-1.13
La Paz,Abra,FEMALE,"4,987.0","5,430",443.0,8.88
La Paz,Agusan Del Sur,FEMALE,"9,163.0","9,532",369.0,4.03
La Paz,Leyte,FEMALE,"6,822.0","7,043",221.0,3.24
La Paz,Tarlac,FEMALE,"20,204.0","22,155","1,951.0",9.66
La Trinidad,Benguet,FEMALE,"24,134.0","27,958","3,824.0",15.84
Laak (San Vicente),Davao De Oro (Compostela Valley),FEMALE,"23,058.0","24,570","1,512.0",6.56
Labangan,Zamboanga Del Sur,FEMALE,"14,396.0","14,254",-142.0,-0.99
Labason,Zamboanga Del Norte,FEMALE,"14,178.0","15,000",822.0,5.8
Labo,Camarines Norte,FEMALE,"31,203.0","34,312","3,109.0",9.96
Labrador,Pangasinan,FEMALE,"9,450.0","9,642",192.0,2.03
Lacub,Abra,FEMALE,"1,325.0","1,390",65.0,4.91
Lagangilang,Abra,FEMALE,"4,871.0","5,135",264.0,5.42
Lagawe,Ifugao,FEMALE,"5,871.0","6,459",588.0,10.02
Lagayan,Abra,FEMALE,"1,572.0","1,669",97.0,6.17
Lagonglong,Misamis Oriental,FEMALE,"8,508.0","8,813",305.0,3.58
Lagonoy,Camarines Sur,FEMALE,"18,859.0","19,424",565.0,3.0
Laguindingan,Misamis Oriental,FEMALE,"9,565.0","10,226",661.0,6.91
Lake Sebu,South Cotabato,FEMALE,"19,468.0","22,019","2,551.0",13.1
Lakewood,Zamboanga Del Sur,FEMALE,"6,321.0","6,653",332.0,5.25
Lal-Lo,Cagayan,FEMALE,"14,336.0","14,072",-264.0,-1.84
